name,age,lifestyle,zip code,family status,car,sports,earnings,label,Living area
ydObl7NC,18.0,cozily,43519.0,single,expensive,badminton,58659.0,no response,rural
vMz3PzEb,64.0,healthy,23722.0,single,practical,badminton,46382.0,response,urban
V0x4aZ9b,51.0,active,77561.0,married,expensive,athletics,66898.0,response,urban
78POC8qr,25.0,cozily,74528.0,single,practical,soccer,22327.0,no response,rural
G80PUlL7,47.0,active,67524.0,single,practical,soccer,85188.0,no response,rural
thjFrjBx,15.0,active,40599.0,married,expensive,soccer,118157.0,no response,urban
3EE4VWDk,52.0,cozily,91757.0,married,expensive,badminton,124157.0,no response,urban
ihitsYB4,23.0,healthy,22896.0,single,expensive,badminton,130907.0,no response,urban
epsLwLV4,35.0,healthy,92862.0,married,practical,badminton,58570.0,no response,urban
G2ci0wq5,46.0,cozily,46504.0,single,expensive,soccer,100896.0,no response,urban
9ei2aoDx,25.0,active,90278.0,single,expensive,athletics,67155.0,no response,rural
sfbpGye7,45.0,cozily,34124.0,married,practical,athletics,56922.0,no response,urban
5uLu3RHo,41.0,cozily,92370.0,married,practical,athletics,108010.0,no response,rural
OBXKPXlh,29.0,cozily,77003.0,single,practical,badminton,102811.0,no response,urban
1sW8DknK,48.0,active,88509.0,married,expensive,athletics,38026.0,no response,urban
M13dZNG7,63.0,healthy,96824.0,married,expensive,athletics,52623.0,response,urban
mLLsnNG3,28.0,healthy,23664.0,married,practical,athletics,132075.0,no response,urban
qoNA0s5L,41.0,healthy,34979.0,married,practical,,125815.0,no response,urban
V7547OsZ,27.0,active,65146.0,single,expensive,,131056.0,no response,rural
ubwtxIyi,26.0,healthy,21501.0,married,practical,soccer,130146.0,no response,urban
pVjTFMXH,42.0,active,70773.0,married,expensive,athletics,26596.0,no response,rural
MNcQEYbI,56.0,healthy,65060.0,married,expensive,athletics,59105.0,response,urban
ZLaxWMHC,62.0,healthy,63485.0,married,expensive,,29580.0,response,urban
YsLlXTkL,26.0,healthy,22362.0,single,practical,soccer,73138.0,no response,urban
w99I4FkO,15.0,healthy,17348.0,married,expensive,badminton,114584.0,no response,urban
FtaAZmOD,47.0,healthy,79380.0,married,expensive,soccer,66599.0,no response,urban
knPN8cLj,61.0,active,90385.0,married,expensive,,93933.0,response,urban
ucyRIxD2,15.0,active,79546.0,married,expensive,badminton,20346.0,no response,rural
qUPsrN5T,65.0,active,31121.0,single,practical,,121050.0,no response,urban
H47ZomO1,43.0,cozily,84084.0,married,practical,,120024.0,no response,urban
dsM96UZg,28.0,healthy,35941.0,single,expensive,badminton,135212.0,no response,rural
7cbZpM03,56.0,healthy,27878.0,single,expensive,badminton,67788.0,response,urban
0LzgRbUU,34.0,healthy,68914.0,single,expensive,soccer,62792.0,no response,urban
VjkX6zdm,32.0,healthy,31063.0,married,practical,soccer,27500.0,no response,urban
4wRFSgWa,39.0,active,72198.0,single,practical,soccer,143140.0,response,rural
ACI1J96p,50.0,cozily,80219.0,single,practical,athletics,145074.0,response,urban
UXsFQ9oK,31.0,healthy,62176.0,married,expensive,athletics,108757.0,no response,urban
jgU7u3Xx,31.0,active,41859.0,married,expensive,soccer,119049.0,no response,urban
HqUfQIgY,42.0,healthy,73231.0,married,practical,badminton,92799.0,no response,urban
wL4KTC7S,41.0,active,64117.0,married,expensive,badminton,104694.0,no response,urban
41FTJ6al,17.0,active,97974.0,single,practical,athletics,37915.0,no response,rural
tWY0DWo5,20.0,cozily,74843.0,single,expensive,soccer,99357.0,no response,urban
3vtLqHIa,46.0,healthy,70137.0,married,expensive,soccer,121829.0,no response,rural
DhyDU3Gu,67.0,healthy,34916.0,single,practical,athletics,28369.0,no response,rural
Z2IhvKs3,31.0,healthy,20397.0,married,expensive,athletics,89377.0,no response,urban
dTNrTbde,50.0,cozily,38605.0,married,expensive,badminton,141771.0,response,urban
8hiOpV45,17.0,cozily,45530.0,married,practical,badminton,74357.0,no response,rural
i3jFAQDz,16.0,cozily,52887.0,married,practical,badminton,78735.0,no response,urban
p75480s4,48.0,active,56161.0,married,expensive,athletics,35350.0,no response,urban
csN7E5eq,67.0,active,49582.0,married,expensive,badminton,110240.0,response,urban
orBwnfLK,33.0,cozily,62576.0,single,practical,soccer,143809.0,response,urban
g18XMHpc,16.0,active,94649.0,single,expensive,soccer,149442.0,no response,urban
SIwAZjwc,36.0,active,88417.0,married,expensive,athletics,125766.0,no response,urban
etEmcXJL,47.0,active,67926.0,single,practical,athletics,37572.0,no response,urban
9FXFGKMh,26.0,cozily,89670.0,married,expensive,soccer,117042.0,no response,rural
CYLPisRa,33.0,healthy,82246.0,single,practical,soccer,117968.0,no response,urban
cZYi0vLf,35.0,cozily,25743.0,married,expensive,badminton,84895.0,no response,urban
SQ49K3pD,69.0,active,32849.0,single,practical,badminton,136750.0,response,urban
mPYojxgB,55.0,healthy,43971.0,single,practical,athletics,114003.0,no response,urban
jw6UVEYG,65.0,active,88991.0,single,expensive,athletics,91095.0,response,urban
qG8fknAM,56.0,healthy,63485.0,married,expensive,badminton,75111.0,response,rural
g5IzwH9j,53.0,cozily,51300.0,married,practical,soccer,56066.0,no response,urban
IuICf0YR,24.0,healthy,52384.0,married,expensive,soccer,86877.0,no response,rural
MIepAQ51,49.0,healthy,12250.0,single,practical,badminton,72949.0,response,urban
ylx0XVgq,20.0,cozily,97234.0,married,practical,badminton,86025.0,no response,urban
vpSxkUW1,56.0,active,22446.0,single,practical,soccer,42354.0,response,urban
ronPzy5C,35.0,cozily,22918.0,married,expensive,,65792.0,no response,urban
rcJf5JI0,63.0,cozily,82241.0,married,expensive,badminton,54858.0,response,urban
eDARye18,47.0,active,60927.0,single,practical,,99718.0,no response,urban
HNEikNvD,61.0,active,10328.0,married,practical,soccer,115551.0,no response,rural
7RJbkipv,47.0,active,77347.0,single,practical,soccer,91918.0,no response,urban
oZHeqEMV,66.0,active,70021.0,single,expensive,badminton,129909.0,response,rural
Squ9pCzr,36.0,cozily,16565.0,single,expensive,soccer,51756.0,no response,urban
axu9aw0t,46.0,cozily,38366.0,single,expensive,athletics,23458.0,no response,urban
5fSoug9r,64.0,cozily,11114.0,single,practical,badminton,79566.0,response,urban
oHBd4xFk,20.0,healthy,23750.0,single,practical,athletics,38456.0,no response,rural
fw5dl5OC,32.0,active,65070.0,single,expensive,athletics,26174.0,no response,rural
Gntyg4rK,50.0,active,51258.0,married,practical,athletics,51457.0,no response,urban
D1tY7V7o,38.0,active,45919.0,married,practical,soccer,119206.0,no response,urban
HaqxfeCi,58.0,active,74820.0,single,expensive,soccer,104019.0,response,urban
ngIf7Nkc,59.0,cozily,48428.0,single,expensive,badminton,25176.0,no response,urban
om9vFvqJ,50.0,active,54519.0,single,practical,soccer,75970.0,no response,rural
8Jw8UMC2,33.0,cozily,78123.0,married,practical,soccer,104636.0,no response,rural
nMHRzobt,34.0,healthy,83678.0,single,expensive,athletics,115629.0,no response,rural
0kyYMTI4,33.0,cozily,62741.0,married,practical,soccer,29277.0,no response,urban
JsEooh4j,24.0,cozily,70520.0,married,practical,athletics,69799.0,no response,rural
pkBdjE0a,43.0,cozily,68495.0,single,practical,soccer,87934.0,no response,rural
g2M6E6cT,56.0,healthy,71123.0,single,expensive,,93658.0,response,urban
7tnj6273,24.0,cozily,52807.0,single,expensive,athletics,33786.0,no response,urban
CTsI2Ob6,34.0,healthy,48694.0,single,practical,athletics,133731.0,no response,urban
05jledcb,39.0,cozily,55384.0,married,expensive,,95533.0,no response,rural
NimwlkH2,25.0,healthy,30186.0,married,expensive,soccer,93986.0,no response,urban
IbGEOCAf,24.0,active,39597.0,married,expensive,athletics,69892.0,no response,rural
uFPuuQ1I,49.0,active,30632.0,married,practical,badminton,102277.0,no response,urban
H6EURTs1,24.0,cozily,96148.0,single,practical,badminton,95689.0,no response,urban
lsnBhhSZ,46.0,cozily,63759.0,married,practical,soccer,74052.0,no response,urban
sjt239MA,17.0,active,84451.0,single,expensive,soccer,31011.0,no response,urban
zdwR2Hln,25.0,cozily,43951.0,single,practical,,71482.0,no response,urban
KVj2CPdz,38.0,cozily,62545.0,married,expensive,,69271.0,no response,urban
UgMvxAlk,15.0,active,70619.0,single,expensive,badminton,114192.0,no response,urban
JmKKohQi,69.0,healthy,67686.0,married,expensive,athletics,126117.0,no response,rural
U1gDZNZi,19.0,active,78224.0,married,expensive,soccer,91240.0,no response,urban
Tqijxjgq,33.0,active,11503.0,married,expensive,athletics,134359.0,response,urban
B9KsZxq2,23.0,healthy,70916.0,single,practical,athletics,39237.0,no response,rural
o0UDwwkK,33.0,cozily,74804.0,married,expensive,athletics,110870.0,no response,urban
SGeFp1fr,27.0,cozily,50577.0,single,expensive,athletics,32068.0,response,rural
DYooT2zU,35.0,active,63318.0,married,expensive,,50067.0,no response,urban
ZZ2jhr1i,57.0,active,43256.0,married,practical,soccer,34440.0,response,rural
IHfHnVvX,69.0,active,12122.0,married,practical,badminton,23984.0,response,urban
2q39sJbt,66.0,cozily,73524.0,single,practical,soccer,145862.0,response,rural
u0tfJBo5,24.0,cozily,98879.0,married,expensive,,70323.0,response,urban
k96WsMKL,38.0,active,44212.0,married,expensive,athletics,44625.0,no response,urban
kcsOanJH,67.0,active,87331.0,married,practical,,126979.0,response,rural
up1hkuU9,45.0,cozily,51202.0,single,practical,athletics,87724.0,no response,rural
XSnYXptv,69.0,active,40241.0,single,expensive,athletics,95553.0,response,urban
upBVm2t9,38.0,active,46083.0,single,expensive,soccer,91053.0,no response,rural
12s6l4qE,17.0,cozily,61446.0,married,practical,,115858.0,no response,rural
udHjKOVa,36.0,active,41888.0,married,expensive,athletics,149200.0,response,rural
unsImnjQ,60.0,active,11210.0,single,expensive,soccer,126280.0,response,urban
CcQJ2frG,16.0,cozily,66719.0,single,practical,athletics,36891.0,response,urban
TfiZvSk5,32.0,healthy,37658.0,single,expensive,badminton,108617.0,no response,rural
cVJr90jS,44.0,healthy,65408.0,married,expensive,soccer,120686.0,no response,urban
nTchVzVv,24.0,cozily,92374.0,married,expensive,athletics,21057.0,no response,urban
0exuCQMx,34.0,active,14331.0,single,practical,badminton,109728.0,response,urban
vgDSJhRP,24.0,cozily,10908.0,married,practical,athletics,115063.0,response,urban
vQ9I47kF,27.0,active,99787.0,single,expensive,athletics,79676.0,no response,urban
oZSZU6Qb,60.0,cozily,45161.0,married,practical,soccer,49175.0,no response,rural
eSULPIea,39.0,healthy,10791.0,married,expensive,,149441.0,response,urban
LTuOOB4w,45.0,active,11739.0,single,practical,soccer,102113.0,response,rural
YKgQ3iZ9,22.0,active,62223.0,single,practical,athletics,69278.0,no response,urban
gIVoukHu,17.0,healthy,36391.0,married,practical,badminton,94311.0,response,urban
ciltmi3O,35.0,healthy,50783.0,single,practical,athletics,101626.0,no response,urban
e6hmqhu7,58.0,active,16201.0,married,expensive,badminton,103980.0,response,urban
DZngn5KZ,60.0,active,43107.0,married,expensive,athletics,123527.0,response,rural
EcSSqwyC,25.0,healthy,16708.0,single,expensive,badminton,27731.0,no response,rural
UYf3g1Oe,45.0,healthy,13511.0,single,practical,athletics,44495.0,response,urban
vu74iUtD,26.0,healthy,88892.0,married,practical,soccer,142785.0,response,urban
ftZ38DtA,28.0,active,96672.0,single,expensive,,45397.0,no response,rural
Vzak2pw0,18.0,healthy,53133.0,married,expensive,,21582.0,no response,rural
mrlSFyas,25.0,active,71882.0,single,practical,soccer,37762.0,no response,rural
fVT7KcvO,44.0,cozily,27089.0,married,practical,athletics,57847.0,no response,urban
dajmEAwJ,37.0,healthy,55423.0,married,expensive,,70589.0,no response,rural
28RhJarm,59.0,active,63338.0,single,expensive,athletics,37340.0,no response,urban
HsBMySCv,37.0,healthy,23304.0,single,practical,soccer,143338.0,response,urban
1S8bk21D,52.0,active,54016.0,single,expensive,badminton,84593.0,no response,rural
PMlbqtfu,33.0,active,77652.0,married,expensive,athletics,86687.0,no response,urban
8pBR54OH,63.0,active,24581.0,married,expensive,badminton,55718.0,response,rural
V8FP6ST6,54.0,cozily,66339.0,single,practical,athletics,68319.0,no response,urban
KwcwNhdz,20.0,cozily,81178.0,married,expensive,badminton,111314.0,no response,rural
Ul292wiU,68.0,active,10479.0,single,practical,,52524.0,response,urban
f6GYM9q2,45.0,healthy,51765.0,married,practical,athletics,46877.0,no response,urban
3Z7pI4t4,62.0,active,23972.0,single,expensive,badminton,94531.0,response,urban
HrpE8yu1,44.0,healthy,39146.0,single,expensive,soccer,142426.0,response,urban
9Ysxqh70,29.0,active,20287.0,single,expensive,badminton,81500.0,no response,urban
tHVp9lTD,38.0,active,83526.0,single,practical,badminton,103604.0,no response,urban
voWxu34H,46.0,healthy,64087.0,married,expensive,soccer,79890.0,no response,urban
IKwtn396,68.0,healthy,65131.0,married,expensive,athletics,142690.0,response,urban
su2rfcKp,58.0,active,44613.0,single,practical,badminton,147039.0,response,rural
DXcpnhI0,18.0,cozily,43832.0,single,expensive,soccer,51121.0,no response,rural
wDUiNubk,68.0,cozily,31097.0,married,expensive,athletics,77222.0,response,urban
Ma17WHPQ,62.0,cozily,24580.0,married,expensive,soccer,96546.0,response,urban
Ey49lEuV,60.0,healthy,26342.0,married,expensive,athletics,99040.0,response,rural
Wlqzsmfr,20.0,cozily,13574.0,single,practical,,39727.0,response,rural
WynJ8veF,48.0,active,78088.0,single,practical,badminton,55829.0,no response,rural
loMTcIls,61.0,cozily,49371.0,single,practical,soccer,31119.0,response,urban
ynTW8Fqw,69.0,cozily,36842.0,single,expensive,soccer,71451.0,response,urban
Kqg2xT4S,25.0,active,22844.0,single,expensive,soccer,69279.0,no response,urban
XVCkqwli,27.0,cozily,69719.0,single,expensive,soccer,116042.0,no response,rural
m5VeSAlq,23.0,cozily,12251.0,single,expensive,soccer,76720.0,response,rural
3T1Uzr9X,28.0,active,84004.0,married,practical,badminton,48343.0,no response,rural
vEMJ4ia4,28.0,healthy,48895.0,married,expensive,soccer,127496.0,no response,rural
BKAlIS0V,61.0,cozily,95632.0,married,practical,badminton,128074.0,response,urban
HBHo5qqp,24.0,active,35524.0,single,practical,soccer,138154.0,no response,urban
OyMuSA6m,45.0,cozily,48031.0,married,expensive,athletics,108047.0,no response,urban
jNEBgMcD,61.0,healthy,15533.0,married,practical,badminton,34699.0,response,rural
KPTlOfNm,46.0,cozily,51602.0,married,expensive,athletics,79410.0,no response,urban
5M0yHphG,38.0,active,66383.0,married,expensive,athletics,131878.0,no response,urban
xnLGa8jy,58.0,active,22455.0,married,practical,badminton,46817.0,response,rural
vCTEkZHV,50.0,cozily,65902.0,single,expensive,soccer,68931.0,no response,urban
03QrbTMJ,65.0,cozily,18935.0,single,expensive,athletics,65431.0,response,rural
eRG3f8Tz,49.0,healthy,93949.0,single,expensive,soccer,46548.0,no response,urban
ry9rjr45,46.0,active,67496.0,single,expensive,soccer,77060.0,no response,urban
4uGur58X,61.0,active,34908.0,single,expensive,soccer,135529.0,response,urban
thQ9kRgk,35.0,cozily,69390.0,married,practical,athletics,63837.0,no response,rural
nXeqK53L,35.0,active,38596.0,single,practical,badminton,66030.0,no response,rural
irXVJPKj,37.0,healthy,76105.0,married,expensive,athletics,123274.0,no response,rural
gZj9qV0o,29.0,active,58124.0,married,expensive,soccer,41513.0,no response,urban
2a3djzUH,46.0,cozily,93057.0,single,expensive,athletics,32105.0,response,rural
ENEhzUpl,22.0,cozily,31068.0,single,expensive,,97600.0,no response,urban
wIytqfgu,66.0,cozily,84695.0,married,expensive,badminton,44295.0,response,urban
peYR0W33,41.0,healthy,43178.0,married,expensive,athletics,64973.0,no response,urban
zpSvoJfX,55.0,active,27770.0,single,practical,athletics,119549.0,no response,rural
oOUjQ2WF,16.0,active,30310.0,single,practical,athletics,68690.0,no response,urban
n0tYzTPM,36.0,healthy,43512.0,single,practical,,104751.0,no response,rural
WkCoJk49,53.0,cozily,58748.0,married,expensive,athletics,28287.0,no response,urban
0sHm3b1A,56.0,cozily,65532.0,single,practical,badminton,140656.0,no response,urban
XNuU4YLM,26.0,healthy,17843.0,married,practical,soccer,112189.0,no response,urban
duiv9lkU,22.0,active,32338.0,single,practical,athletics,66845.0,no response,urban
wIn1H4pq,49.0,cozily,68434.0,single,practical,badminton,134579.0,no response,urban
YrBaqxF4,52.0,cozily,81270.0,married,practical,badminton,47343.0,no response,rural
4c1jBuuC,40.0,cozily,19935.0,married,expensive,,74571.0,no response,urban
pViNztBv,50.0,active,78772.0,single,practical,soccer,125149.0,no response,urban
21WI55ZR,21.0,cozily,28409.0,married,expensive,soccer,84120.0,no response,rural
bmG4P21u,27.0,active,13079.0,single,expensive,badminton,49762.0,response,urban
F5SOMTyP,61.0,active,35066.0,married,expensive,soccer,100182.0,response,rural
8lZ2KdKQ,54.0,cozily,86582.0,single,expensive,athletics,73367.0,no response,urban
C3irMtDi,69.0,cozily,16397.0,single,expensive,,77595.0,response,urban
5j4Bt74l,15.0,healthy,76443.0,single,expensive,athletics,134807.0,no response,rural
MH2uv0Wn,33.0,active,12022.0,married,practical,athletics,98059.0,response,urban
sTGVidnL,32.0,healthy,79165.0,married,expensive,athletics,44015.0,no response,rural
aNzWhVXN,30.0,healthy,56363.0,married,expensive,soccer,133467.0,no response,urban
EGWrK6Un,64.0,active,47581.0,single,practical,athletics,96202.0,response,urban
WDcp67v4,66.0,healthy,79406.0,single,expensive,athletics,75438.0,no response,rural
H8Z26JnQ,49.0,healthy,52249.0,single,practical,soccer,67718.0,no response,urban
0sJ5MpB1,26.0,active,72692.0,married,expensive,athletics,74216.0,no response,urban
rLeWVX50,21.0,cozily,53297.0,married,practical,badminton,66022.0,no response,urban
fXxaUHln,36.0,active,65225.0,single,expensive,,71682.0,no response,urban
3FYYnZqL,23.0,active,25468.0,single,expensive,soccer,27385.0,no response,rural
GpXNmzFT,41.0,healthy,41696.0,single,expensive,athletics,76073.0,no response,urban
4QdKSfAs,57.0,cozily,79506.0,married,expensive,badminton,32065.0,response,urban
